year,uf,code,name,estimated_births,rate,estimated_missing,source_table
2024,MG,3136702,Juiz de Fora,5041.07,0.1005,5.066275,1.2
2024,MG,3136801,Juramento,39,0.0016,0.000624,1.2
2024,MG,3136900,Juruaia,136,0.0009,0.001224,1.2
2024,MG,3136959,Juvenília,83,1.2063,1.001229,1.2
2024,MG,3137007,Ladainha,156,0.6429,1.002924,1.2
2024,MG,3137106,Lagamar,45,0.0007,0.000315,1.2
2024,MG,3137205,Lagoa da Prata,595.01,0.1691,1.006162,1.2
2024,MG,3137304,Lagoa dos Patos,43,0.0011,0.000473,1.2
2024,MG,3137403,Lagoa Dourada,134,0.001,0.00134,1.2
2024,MG,3137502,Lagoa Formosa,202,0.0012,0.002424,1.2
2024,MG,3137536,Lagoa Grande,87,1.1517,1.001979,1.2
2024,MG,3137601,Lagoa Santa,860.01,0.5827,5.011278,1.2
2024,MG,3137700,Lajinha,354,0.2835,1.00359,1.2
2024,MG,3137809,Lambari,169,0.0011,0.001859,1.2
2024,MG,3137908,Lamim,29,0.0011,0.000319,1.2
2024,MG,3138005,Laranjal,37,0.0007,0.000259,1.2
2024,MG,3138104,Lassance,87,1.1513,1.001631,1.2
2024,MG,3138203,Lavras,1066.01,0.5635,6.006966,1.2
2024,MG,3138302,Leandro Ferreira,33,0.0019,0.000627,1.2
2024,MG,3138351,Leme do Prado,36,0.0008,0.000288,1.2
2024,MG,3138401,Leopoldina,461,0.0009,0.004149,1.2
2024,MG,3138500,Liberdade,42,0.0011,0.000462,1.2
2024,MG,3138609,Lima Duarte,172,0.0013,0.002236,1.2
2024,MG,3138625,Limeira do Oeste,93,0.0009,0.000837,1.2
2024,MG,3138658,Lontra,125,2.4008,3.001,1.2
2024,MG,3138674,Luisburgo,121,0.0014,0.001694,1.2
2024,MG,3138682,Luislândia,74,0.0012,0.000888,1.2
2024,MG,3138708,Luminárias,51,0.0029,0.001479,1.2
2024,MG,3138807,Luz,175,0.0011,0.001925,1.2
2024,MG,3138906,Machacalis,75,0.0013,0.000975,1.2
2024,MG,3139003,Machado,403,0.0009,0.003627,1.2
2024,MG,3139102,Madre de Deus de Minas,55,0.0011,0.000605,1.2
2024,MG,3139201,Malacacheta,170,0.0012,0.00204,1.2
2024,MG,3139250,Mamonas,50,2.0011,1.00055,1.2
2024,MG,3139300,Manga,289.01,0.6938,2.005151,1.2
2024,MG,3139409,Manhuaçu,1235.01,0.163,2.013066,1.2
2024,MG,3139508,Manhumirim,230,0.0011,0.00253,1.2
2024,MG,3139607,Mantena,294,0.3411,1.002834,1.2
2024,MG,3139706,Maravilhas,78,0.0008,0.000624,1.2
2024,MG,3139805,Mar de Espanha,121,0.0013,0.001573,1.2
2024,MG,3139904,Maria da Fé,146,0.0005,0.00073,1.2
2024,MG,3140001,Mariana,808.01,0.1245,1.005972,1.2
2024,MG,3140100,Marilac,58,0.001,0.00058,1.2
2024,MG,3140159,Mário Campos,212,0.4731,1.002972,1.2
2024,MG,3140209,Maripá de Minas,33,0.001,0.00033,1.2
2024,MG,3140308,Marliéria,41,0.0011,0.000451,1.2
2024,MG,3140407,Marmelópolis,34,0.0011,0.000374,1.2
2024,MG,3140506,Martinho Campos,141,0.0015,0.002115,1.2
2024,MG,3140530,Martins Soares,117,0.001,0.00117,1.2
2024,MG,3140555,Mata Verde,82,0.0011,0.000902,1.2
2024,MG,3140605,Materlândia,28,0.0004,0.000112,1.2
2024,MG,3140704,Mateus Leme,412.01,0.2441,1.005716,1.2
2024,MG,3140803,Matias Barbosa,151,0.0006,0.000906,1.2
2024,MG,3140852,Matias Cardoso,134,0.0022,0.002948,1.2
2024,MG,3140902,Matipó,320,0.3139,1.00448,1.2
2024,MG,3141009,Mato Verde,143,0.0004,0.000572,1.2
2024,MG,3141108,Matozinhos,406,0.2469,1.002414,1.2
2024,MG,3141207,Matutina,34,0.0012,0.000408,1.2
2024,MG,3141306,Medeiros,37,0.0017,0.000629,1.2
2024,MG,3141405,Medina,207,0.4844,1.002708,1.2
2024,MG,3141504,Mendes Pimentel,48,0.0013,0.000624,1.2
2024,MG,3141603,Mercês,80,0.0008,0.00064,1.2
2024,MG,3141702,Mesquita,44,2.2731,1.000164,1.2
2024,MG,3141801,Minas Novas,239,0.0012,0.002868,1.2
2024,MG,3141900,Minduri,30,0.0011,0.00033,1.2
2024,MG,3142007,Mirabela,133,0.0017,0.002261,1.2
2024,MG,3142106,Miradouro,92,0.0011,0.001012,1.2
2024,MG,3142205,Miraí,118,0.001,0.00118,1.2
2024,MG,3142254,Miravânia,46,0.0019,0.000874,1.2
2024,MG,3142304,Moeda,51,1.9623,1.000773,1.2
2024,MG,3142403,Moema,80,0.0003,0.00024,1.2
2024,MG,3142502,Monjolos,24,0.0018,0.000432,1.2
2024,MG,3142601,Monsenhor Paulo,88,0.001,0.00088,1.2
2024,MG,3142700,Montalvânia,172,0.0019,0.003268,1.2
2024,MG,3142809,Monte Alegre de Minas,191,0.0018,0.003438,1.2
2024,MG,3142908,Monte Azul,198,0.001,0.00198,1.2
2024,MG,3143005,Monte Belo,113,0.001,0.00113,1.2
2024,MG,3143104,Monte Carmelo,537.01,0.001,0.00537,1.2
2024,MG,3143153,Monte Formoso,62,0.0014,0.000868,1.2
2024,MG,3143203,Monte Santo de Minas,195,0.001,0.00195,1.2
2024,MG,3143302,Montes Claros,5184.03,0.1164,6.034211,1.2
2024,MG,3143401,Monte Sião,201,0.4984,1.001784,1.2
2024,MG,3143450,Montezuma,84,0.0023,0.001932,1.2
2024,MG,3143500,Morada Nova de Minas,107.01,0.0051,0.005458,1.2
2024,MG,3143609,Morro da Garça,17,0.0028,0.000476,1.2
2024,MG,3143708,Morro do Pilar,27,0.0017,0.000459,1.2
2024,MG,3143807,Munhoz,62,0.0011,0.000682,1.2
2024,MG,3143906,Muriaé,1180.01,0.001,0.0118,1.2
2024,MG,3144003,Mutum,374.01,0.2693,1.007209,1.2
2024,MG,3144102,Muzambinho,225,0.0009,0.002025,1.2
2024,MG,3144201,Nacip Raydan,13,0.0016,0.000208,1.2
2024,MG,3144300,Nanuque,414.01,0.2432,1.006872,1.2
2024,MG,3144359,Naque,77,0.0008,0.000616,1.2
2024,MG,3144375,Natalândia,50,0.0026,0.0013,1.2
2024,MG,3144409,Natércia,33,0.0004,0.000132,1.2
2024,MG,3144508,Nazareno,89,0.001,0.00089,1.2
2024,MG,3144607,Nepomuceno,311,0.0012,0.003732,1.2
2024,MG,3144656,Ninheira,119,0.0022,0.002618,1.2
2024,MG,3144672,Nova Belém,42,0.0013,0.000546,1.2
2024,MG,3144706,Nova Era,153,0.0008,0.001224,1.2
2024,MG,3144805,Nova Lima,1209.01,0.3315,4.007868,1.2
2024,MG,3144904,Nova Módica,29,0.0019,0.000551,1.2
2024,MG,3145000,Nova Ponte,179,0.0012,0.002148,1.2
2024,MG,3145059,Nova Porteirinha,94,1.0646,1.000724,1.2
2024,MG,3145109,Nova Resende,220,0.0022,0.00484,1.2
2024,MG,3145208,Nova Serrana,1779.02,0.2261,4.022364,1.2
2024,MG,3145307,Novo Cruzeiro,281.01,0.0024,0.006744,1.2
2024,MG,3145356,Novo Oriente de Minas,92,0.0013,0.001196,1.2
2024,MG,3145372,Novorizonte,58,0.0011,0.000638,1.2
2024,MG,3145406,Olaria,21,0.0006,0.000126,1.2
2024,MG,3145455,Olhos-d'Água,56,0.0017,0.000952,1.2
2024,MG,3145505,Olímpio Noronha,34,0.001,0.00034,1.2
2024,MG,3145604,Oliveira,400,0.0004,0.0016,1.2
2024,MG,3145703,Oliveira Fortes,11,0.0012,0.000132,1.2
2024,MG,3145802,Onça de Pitangui,29,0.0012,0.000348,1.2
2024,MG,3145851,Oratórios,61,0.0014,0.000854,1.2
2024,MG,3145877,Orizânia,139,0.0014,0.001946,1.2
2024,MG,3145901,Ouro Branco,464,0.0007,0.003248,1.2
2024,MG,3146008,Ouro Fino,283,0.0008,0.002264,1.2
2024,MG,3146107,Ouro Preto,707,0.4249,3.004043,1.2
2024,MG,3146206,Ouro Verde de Minas,95,0.0014,0.00133,1.2
2024,MG,3146255,Padre Carvalho,49,0.0022,0.001078,1.2
2024,MG,3146305,Padre Paraíso,217,0.0013,0.002821,1.2
2024,MG,3146404,Paineiras,27,0.001,0.00027,1.2
2024,MG,3146503,Pains,78,0.0013,0.001014,1.2
2024,MG,3146552,Pai Pedro,68,0.0017,0.001156,1.2
2024,MG,3146602,Paiva,17,0.0005,8.5e-05,1.2
2024,MG,3146701,Palma,52,0.0022,0.001144,1.2
2024,MG,3146750,Palmópolis,68,1.4753,1.003204,1.2
2024,MG,3146909,Papagaios,157,0.0029,0.004553,1.2
2024,MG,3147006,Paracatu,1334.01,0.1508,2.011687,1.2
2024,MG,3147105,Pará de Minas,1087.01,0.0006,0.006522,1.2
2024,MG,3147204,Paraguaçu,258,0.001,0.00258,1.2
2024,MG,3147303,Paraisópolis,232,0.0003,0.000696,1.2
2024,MG,3147402,Paraopeba,271,0.0004,0.001084,1.2
2024,MG,3147501,Passabém,14,0.0011,0.000154,1.2
2024,MG,3147600,Passa Quatro,182,0.001,0.00182,1.2
2024,MG,3147709,Passa Tempo,65,0.0012,0.00078,1.2
2024,MG,3147808,Passa-Vinte,19,0.0017,0.000323,1.2
2024,MG,3147907,Passos,1258,0.3183,4.004214,1.2
2024,MG,3147956,Patis,47,0.0015,0.000705,1.2
2024,MG,3148004,Patos de Minas,1713.01,0.0592,1.014102,1.2
2024,MG,3148103,Patrocínio,1151.01,0.0878,1.010587,1.2
2024,MG,3148202,Patrocínio do Muriaé,64,0.0008,0.000512,1.2
2024,MG,3148301,Paula Cândido,87,0.001,0.00087,1.2
2024,MG,3148400,Paulistas,47,0.0012,0.000564,1.2
2024,MG,3148509,Pavão,80,1.2512,1.00096,1.2
2024,MG,3148608,Peçanha,160,0.0014,0.00224,1.2
2024,MG,3148707,Pedra Azul,244,0.4113,1.003572,1.2
2024,MG,3148756,Pedra Bonita,125,0.0016,0.002,1.2
2024,MG,3148806,Pedra do Anta,23,0.0019,0.000437,1.2
2024,MG,3148905,Pedra do Indaiá,49,0.0004,0.000196,1.2
2024,MG,3149002,Pedra Dourada,33,0.0004,0.000132,1.2
2024,MG,3149101,Pedralva,105,0.0009,0.000945,1.2
2024,MG,3149150,Pedras de Maria da Cruz,116,0.8638,1.002008,1.2
2024,MG,3149200,Pedrinópolis,32,0.0011,0.000352,1.2
2024,MG,3149309,Pedro Leopoldo,624,0.0004,0.002496,1.2
2024,MG,3149408,Pedro Teixeira,13,0.0007,9.1e-05,1.2
2024,MG,3149507,Pequeri,31,0.001,0.00031,1.2
2024,MG,3149606,Pequi,40,0.0011,0.00044,1.2
2024,MG,3149705,Perdigão,212,1.4162,3.002344,1.2
2024,MG,3149804,Perdizes,244,0.0019,0.004636,1.2
2024,MG,3149903,Perdões,231,0.0007,0.001617,1.2
2024,MG,3149952,Periquito,100,0.0011,0.0011,1.2
2024,MG,3150000,Pescador,33,0.0013,0.000429,1.2
2024,MG,3150109,Piau,18,0.0013,0.000234,1.2
2024,MG,3150158,Piedade de Caratinga,154,0.6507,1.002078,1.2
2024,MG,3150208,Piedade de Ponte Nova,45,0.0009,0.000405,1.2
2024,MG,3150307,Piedade do Rio Grande,34,0.001,0.00034,1.2
2024,MG,3150406,Piedade dos Gerais,45,0.0013,0.000585,1.2
2024,MG,3150505,Pimenta,92,0.0013,0.001196,1.2
2024,MG,3150539,Pingo-d'Água,43,0.0008,0.000344,1.2
2024,MG,3150570,Pintópolis,103,0.0025,0.002575,1.2
2024,MG,3150604,Piracema,71,0.0011,0.000781,1.2
2024,MG,3150703,Pirajuba,70,0.0013,0.00091,1.2
2024,MG,3150802,Piranga,139,0.001,0.00139,1.2
2024,MG,3150901,Piranguçu,40,2.5009,1.00036,1.2
2024,MG,3151008,Piranguinho,90,0.0006,0.00054,1.2
2024,MG,3151107,Pirapetinga,140,0.7151,1.00114,1.2
2024,MG,3151206,Pirapora,714,0.0005,0.00357,1.2
2024,MG,3151305,Piraúba,96,0.0009,0.000864,1.2
2024,MG,3151404,Pitangui,306,0.0008,0.002448,1.2
2024,MG,3151503,Piumhi,400,0.251,1.004,1.2
2024,MG,3151602,Planura,119,0.0018,0.002142,1.2
2024,MG,3151701,Poço Fundo,134,0.0013,0.001742,1.2
2024,MG,3151800,Poços de Caldas,1633.01,0.0619,1.010833,1.2
2024,MG,3151909,Pocrane,72,4.168,3.00096,1.2
2024,MG,3152006,Pompéu,350,0.5719,2.00165,1.2
2024,MG,3152105,Ponte Nova,629.01,0.0011,0.006919,1.2
2024,MG,3152131,Ponto Chique,41,0.0028,0.001148,1.2
2024,MG,3152170,Ponto dos Volantes,130,0.0019,0.00247,1.2
2024,MG,3152204,Porteirinha,399,0.0005,0.001995,1.2
2024,MG,3152303,Porto Firme,75,0.001,0.00075,1.2
2024,MG,3152402,Poté,105,1.9061,2.001405,1.2
2024,MG,3152501,Pouso Alegre,1916.02,0.0012,0.022992,1.2
2024,MG,3152600,Pouso Alto,61,0.001,0.00061,1.2
2024,MG,3152709,Prados,91,0.001,0.00091,1.2
2024,MG,3152808,Prata,336.01,1.7875,6.006179,1.2
2024,MG,3152907,Pratápolis,65,0.0006,0.00039,1.2
2024,MG,3153004,Pratinha,29,0.0017,0.000493,1.2
2024,MG,3153103,Presidente Bernardes,38,0.0012,0.000456,1.2
2024,MG,3153202,Presidente Juscelino,26,0.0007,0.000182,1.2
2024,MG,3153301,Presidente Kubitschek,22,0.0011,0.000242,1.2
2024,MG,3153400,Presidente Olegário,135,0.0015,0.002025,1.2
2024,MG,3153509,Alto Jequitibá,116,2.5871,3.001036,1.2
2024,MG,3153608,Prudente de Morais,124,0.001,0.00124,1.2
2024,MG,3153707,Quartel Geral,24,0.0018,0.000432,1.2
2024,MG,3153806,Queluzito,21,4.7625,1.000125,1.2
2024,MG,3153905,Raposos,158,0.0009,0.001422,1.2
2024,MG,3154002,Raul Soares,215,0.4661,1.002115,1.2
2024,MG,3154101,Recreio,66,0.0008,0.000528,1.2
2024,MG,3154150,Reduto,100,0.001,0.001,1.2
2024,MG,3154200,Resende Costa,95,0.0012,0.00114,1.2
2024,MG,3154309,Resplendor,198,0.0014,0.002772,1.2
2024,MG,3154408,Ressaquinha,48,0.0009,0.000432,1.2
2024,MG,3154457,Riachinho,74,0.0025,0.00185,1.2
2024,MG,3154507,Riacho dos Machados,135,0.7428,1.00278,1.2
2024,MG,3154606,Ribeirão das Neves,3737.03,0.4023,15.034072,1.2
2024,MG,3154705,Ribeirão Vermelho,33,0.0004,0.000132,1.2
2024,MG,3154804,Rio Acima,107,0.0009,0.000963,1.2
2024,MG,3154903,Rio Casca,123,0.0015,0.001845,1.2
2024,MG,3155009,Rio Doce,26,0.0012,0.000312,1.2
2024,MG,3155108,Rio do Prado,49,0.0018,0.000882,1.2
2024,MG,3155207,Rio Espera,43,0.0012,0.000516,1.2
2024,MG,3155306,Rio Manso,57,0.0012,0.000684,1.2
2024,MG,3155405,Rio Novo,68,2.9421,2.000628,1.2
2024,MG,3155504,Rio Paranaíba,155,0.0028,0.00434,1.2
2024,MG,3155603,Rio Pardo de Minas,383.01,0.2628,1.00655,1.2
2024,MG,3155702,Rio Piracicaba,121,0.0008,0.000968,1.2
2024,MG,3155801,Rio Pomba,165,0.0009,0.001485,1.2
2024,MG,3155900,Rio Preto,42,0.0013,0.000546,1.2
2024,MG,3156007,Rio Vermelho,93,0.0023,0.002139,1.2
2024,MG,3156106,Ritápolis,52,0.0012,0.000624,1.2
2024,MG,3156205,Rochedo de Minas,25,0.0015,0.000375,1.2
2024,MG,3156304,Rodeiro,120,0.0022,0.00264,1.2
2024,MG,3156403,Romaria,37,0.0019,0.000703,1.2
2024,MG,3156452,Rosário da Limeira,47,0.0016,0.000752,1.2
2024,MG,3156502,Rubelita,50,0.0019,0.00095,1.2
2024,MG,3156601,Rubim,83,0.0018,0.001494,1.2
2024,MG,3156700,Sabará,1332.01,0.3759,5.007026,1.2
2024,MG,3156809,Sabinópolis,142,0.0012,0.001704,1.2
2024,MG,3156908,Sacramento,306.01,0.0018,0.005508,1.2
2024,MG,3157005,Salinas,461,0.4343,2.002123,1.2
2024,MG,3157104,Salto da Divisa,56,0.0047,0.002632,1.2
2024,MG,3157203,Santa Bárbara,322,0.0011,0.003542,1.2
2024,MG,3157252,Santa Bárbara do Leste,132,0.0009,0.001188,1.2
2024,MG,3157278,Santa Bárbara do Monte Verde,26,0.0018,0.000468,1.2
2024,MG,3157302,Santa Bárbara do Tugúrio,41,0.0012,0.000492,1.2
2024,MG,3157336,Santa Cruz de Minas,97,0.0019,0.001843,1.2
2024,MG,3157377,Santa Cruz de Salinas,49,0.0017,0.000833,1.2
2024,MG,3157401,Santa Cruz do Escalvado,40,0.0022,0.00088,1.2
2024,MG,3157500,Santa Efigênia de Minas,44,0.001,0.00044,1.2
2024,MG,3157609,Santa Fé de Minas,34,0.0018,0.000612,1.2
2024,MG,3157658,Santa Helena de Minas,79,5.0675,4.003325,1.2
2024,MG,3157708,Santa Juliana,245,0.0014,0.00343,1.2
2024,MG,3157807,Santa Luzia,2510.02,0.1998,5.01502,1.2
2024,MG,3157906,Santa Margarida,255,0.001,0.00255,1.2
2024,MG,3158003,Santa Maria de Itabira,119,0.0023,0.002737,1.2
2024,MG,3158102,Santa Maria do Salto,39,0.0017,0.000663,1.2
2024,MG,3158201,Santa Maria do Suaçuí,142,0.0013,0.001846,1.2
2024,MG,3158300,Santana da Vargem,67,0.0009,0.000603,1.2
2024,MG,3158409,Santana de Cataguases,26,0.0008,0.000208,1.2
2024,MG,3158508,Santana de Pirapama,59,0.0017,0.001003,1.2
2024,MG,3158607,Santana do Deserto,40,0.0021,0.00084,1.2
2024,MG,3158706,Santana do Garambéu,17,0.0006,0.000102,1.2
2024,MG,3158805,Santana do Jacaré,38,0.0019,0.000722,1.2
2024,MG,3158904,Santana do Manhuaçu,152,0.0015,0.00228,1.2
2024,MG,3158953,Santana do Paraíso,628,0.0007,0.004396,1.2
2024,MG,3159001,Santana do Riacho,62,0.0014,0.000868,1.2
2024,MG,3159100,Santana dos Montes,29,0.0013,0.000377,1.2
2024,MG,3159209,Santa Rita de Caldas,70,0.0012,0.00084,1.2
2024,MG,3159308,Santa Rita de Jacutinga,34,0.0012,0.000408,1.2
2024,MG,3159357,Santa Rita de Minas,79,1.267,1.00093,1.2
2024,MG,3159407,Santa Rita de Ibitipoca,36,0.0018,0.000648,1.2
2024,MG,3159506,Santa Rita do Itueto,99,0.0013,0.001287,1.2
2024,MG,3159605,Santa Rita do Sapucaí,451.01,0.2231,1.006203,1.2
2024,MG,3159704,Santa Rosa da Serra,26,0.0014,0.000364,1.2
2024,MG,3159803,Santa Vitória,189,0.5306,1.002834,1.2
2024,MG,3159902,Santo Antônio do Amparo,151,0.001,0.00151,1.2
2024,MG,3160009,Santo Antônio do Aventureiro,25,0.001,0.00025,1.2
2024,MG,3160108,Santo Antônio do Grama,52,0.001,0.00052,1.2
2024,MG,3160207,Santo Antônio do Itambé,37,0.0019,0.000703,1.2
2024,MG,3160306,Santo Antônio do Jacinto,98,1.0224,1.001952,1.2
2024,MG,3160405,Santo Antônio do Monte,365,0.0012,0.00438,1.2
2024,MG,3160454,Santo Antônio do Retiro,72,0.0018,0.001296,1.2
2024,MG,3160504,Santo Antônio do Rio Abaixo,29,0.0006,0.000174,1.2
2024,MG,3160603,Santo Hipólito,17,0.0029,0.000493,1.2
2024,MG,3160702,Santos Dumont,416,0.2407,1.001312,1.2
2024,MG,3160801,São Bento Abade,52,0.0009,0.000468,1.2
2024,MG,3160900,São Brás do Suaçuí,54,0.0005,0.00027,1.2
2024,MG,3160959,São Domingos das Dores,70,1.4297,1.00079,1.2
2024,MG,3161007,São Domingos do Prata,128,0.0011,0.001408,1.2
2024,MG,3161056,São Félix de Minas,34,2.9424,1.000416,1.2
2024,MG,3161106,São Francisco,713.01,0.2819,2.009975,1.2
2024,MG,3161205,São Francisco de Paula,48,0.001,0.00048,1.2
2024,MG,3161304,São Francisco de Sales,62,0.0041,0.002542,1.2
2024,MG,3161403,São Francisco do Glória,49,0.0019,0.000931,1.2
2024,MG,3161502,São Geraldo,104,0.9625,1.001,1.2
2024,MG,3161601,São Geraldo da Piedade,41,0.0013,0.000533,1.2
2024,MG,3161650,São Geraldo do Baixio,58,0.0013,0.000754,1.2
2024,MG,3161700,São Gonçalo do Abaeté,45,0.0017,0.000765,1.2
2024,MG,3161809,São Gonçalo do Pará,148,0.001,0.00148,1.2
2024,MG,3161908,São Gonçalo do Rio Abaixo,157,0.001,0.00157,1.2
2024,MG,3162005,São Gonçalo do Sapucaí,250,0.001,0.0025,1.2
2024,MG,3162104,São Gotardo,732.01,0.1381,1.010906,1.2
2024,MG,3162203,São João Batista do Glória,86,0.0013,0.001118,1.2
2024,MG,3162252,São João da Lagoa,54,0.0006,0.000324,1.2
2024,MG,3162302,São João da Mata,32,0.0012,0.000384,1.2
2024,MG,3162401,São João da Ponte,243,0.8249,2.004507,1.2
2024,MG,3162450,São João das Missões,258,0.776,2.00208,1.2
2024,MG,3162500,São João del Rei,838,0.1199,1.004762,1.2
2024,MG,3162559,São João do Manhuaçu,211,0.0014,0.002954,1.2
2024,MG,3162575,São João do Manteninha,57,0.0011,0.000627,1.2
2024,MG,3162609,São João do Oriente,66,0.0009,0.000594,1.2
2024,MG,3162658,São João do Pacuí,24,0.0017,0.000408,1.2
2024,MG,3162708,São João do Paraíso,238,0.001,0.00238,1.2
2024,MG,3162807,São João Evangelista,157,0.0008,0.001256,1.2
2024,MG,3162906,São João Nepomuceno,248,0.001,0.00248,1.2
2024,MG,3162922,São Joaquim de Bicas,382.01,0.0016,0.006112,1.2
2024,MG,3162948,São José da Barra,82,0.0009,0.000738,1.2
2024,MG,3162955,São José da Lapa,299,0.0007,0.002093,1.2
2024,MG,3163003,São José da Safira,48,0.0013,0.000624,1.2
2024,MG,3163102,São José da Varginha,48,0.0013,0.000624,1.2
2024,MG,3163201,São José do Alegre,43,0.0006,0.000258,1.2
2024,MG,3163300,São José do Divino,33,0.0145,0.004785,1.2
2024,MG,3163409,São José do Goiabal,57,0.0009,0.000513,1.2
2024,MG,3163508,São José do Jacuri,67,0.002,0.00134,1.2
2024,MG,3163607,São José do Mantimento,37,0.0009,0.000333,1.2
2024,MG,3163706,São Lourenço,427.01,0.0013,0.005551,1.2
2024,MG,3163805,São Miguel do Anta,59,1.6959,1.000581,1.2
2024,MG,3163904,São Pedro da União,40,5.0012,2.00048,1.2
2024,MG,3164001,São Pedro dos Ferros,66,0.0012,0.000792,1.2
2024,MG,3164100,São Pedro do Suaçuí,46,0.0012,0.000552,1.2
2024,MG,3164209,São Romão,101,0.0018,0.001818,1.2
2024,MG,3164308,São Roque de Minas,75,0.0017,0.001275,1.2
2024,MG,3164407,São Sebastião da Bela Vista,82,0.001,0.00082,1.2
2024,MG,3164431,São Sebastião da Vargem Alegre,24,0.001,0.00024,1.2
2024,MG,3164472,São Sebastião do Anta,75,0.001,0.00075,1.2
2024,MG,3164506,São Sebastião do Maranhão,82,0.002,0.00164,1.2
2024,MG,3164605,São Sebastião do Oeste,156,0.0013,0.002028,1.2
2024,MG,3164704,São Sebastião do Paraíso,789.01,0.0008,0.006312,1.2
2024,MG,3164803,São Sebastião do Rio Preto,13,0.0018,0.000234,1.2
2024,MG,3164902,São Sebastião do Rio Verde,21,0.0009,0.000189,1.2
2024,MG,3165008,São Tiago,104,0.0011,0.001144,1.2
2024,MG,3165107,São Tomás de Aquino,76,0.0013,0.000988,1.2
2024,MG,3165206,São Thomé das Letras,46,2.1747,1.000362,1.2
2024,MG,3165305,São Vicente de Minas,67,0.0005,0.000335,1.2
2024,MG,3165404,Sapucaí-Mirim,70,1.4304,1.00128,1.2
2024,MG,3165503,Sardoá,66,0.0015,0.00099,1.2
2024,MG,3165537,Sarzedo,419,0.0011,0.004609,1.2
2024,MG,3165552,Setubinha,117,0.0023,0.002691,1.2
2024,MG,3165560,Sem-Peixe,19,0.0011,0.000209,1.2
2024,MG,3165578,Senador Amaral,146,0.0016,0.002336,1.2
2024,MG,3165602,Senador Cortes,27,0.0027,0.000729,1.2
2024,MG,3165701,Senador Firmino,81,0.001,0.00081,1.2
2024,MG,3165800,Senador José Bento,12,0.0011,0.000132,1.2
2024,MG,3165909,Senador Modestino Gonçalves,28,0.0037,0.001036,1.2
2024,MG,3166006,Senhora de Oliveira,51,0.0024,0.001224,1.2
2024,MG,3166105,Senhora do Porto,31,0.0026,0.000806,1.2
2024,MG,3166204,Senhora dos Remédios,79,0.001,0.00079,1.2
2024,MG,3166303,Sericita,89,0.0015,0.001335,1.2
2024,MG,3166402,Seritinga,13,0.0011,0.000143,1.2
2024,MG,3166501,Serra Azul de Minas,41,0.0017,0.000697,1.2
2024,MG,3166600,Serra da Saudade,5,0.0016,8e-05,1.2
2024,MG,3166709,Serra dos Aimorés,74,0.0011,0.000814,1.2
2024,MG,3166808,Serra do Salitre,193,0.0019,0.003667,1.2
2024,MG,3166907,Serrania,70,0.001,0.0007,1.2
2024,MG,3166956,Serranópolis de Minas,48,0.0018,0.000864,1.2
2024,MG,3167004,Serranos,24,0.0017,0.000408,1.2
2024,MG,3167103,Serro,219,0.0015,0.003285,1.2
2024,MG,3167202,Sete Lagoas,2374.02,0.1271,3.017379,1.2
2024,MG,3167301,Silveirânia,22,0.0032,0.000704,1.2
2024,MG,3167400,Silvianópolis,32,0.0012,0.000384,1.2
2024,MG,3167509,Simão Pereira,23,0.0012,0.000276,1.2
2024,MG,3167608,Simonésia,281,0.0016,0.004496,1.2
2024,MG,3167707,Sobrália,43,0.0009,0.000387,1.2
2024,MG,3167806,Soledade de Minas,49,0.0019,0.000931,1.2
2024,MG,3167905,Tabuleiro,45,0.0012,0.00054,1.2
2024,MG,3168002,Taiobeiras,403,0.001,0.00403,1.2
2024,MG,3168051,Taparuba,26,0.0011,0.000286,1.2
2024,MG,3168101,Tapira,57,0.0018,0.001026,1.2
2024,MG,3168200,Tapiraí,17,0.0017,0.000289,1.2
2024,MG,3168309,Taquaraçu de Minas,22,0.0009,0.000198,1.2
2024,MG,3168408,Tarumirim,120,0.835,1.002,1.2
2024,MG,3168507,Teixeiras,128,0.0008,0.001024,1.2
2024,MG,3168606,Teófilo Otoni,1584.02,0.3166,5.015007,1.2
2024,MG,3168705,Timóteo,794.01,0.0015,0.01191,1.2
2024,MG,3168804,Tiradentes,74,0.0009,0.000666,1.2
2024,MG,3168903,Tiros,58,0.0017,0.000986,1.2
2024,MG,3169000,Tocantins,175,0.0011,0.001925,1.2
2024,MG,3169059,Tocos do Moji,36,0.0006,0.000216,1.2
2024,MG,3169109,Toledo,99,1.0114,1.001286,1.2
2024,MG,3169208,Tombos,73,0.0009,0.000657,1.2
2024,MG,3169307,Três Corações,826.01,0.0009,0.007434,1.2
2024,MG,3169356,Três Marias,377.01,0.0015,0.005655,1.2
2024,MG,3169406,Três Pontas,657.01,0.0009,0.005913,1.2
2024,MG,3169505,Tumiritinga,53,0.0014,0.000742,1.2
2024,MG,3169604,Tupaciguara,236,0.0013,0.003068,1.2
2024,MG,3169703,Turmalina,190,0.5273,1.00187,1.2
2024,MG,3169802,Turvolândia,70,1.4306,1.00142,1.2
2024,MG,3169901,Ubá,1150.02,0.1753,2.015985,1.2
2024,MG,3170008,Ubaí,128,0.7824,1.001472,1.2
2024,MG,3170057,Ubaporanga,143,0.0014,0.002002,1.2
2024,MG,3170107,Uberaba,3473.01,0.0867,3.0111,1.2
2024,MG,3170206,Uberlândia,7916.09,0.1653,13.085297,1.2
2024,MG,3170305,Umburatiba,24,0.0019,0.000456,1.2
